entity1,relation,entity2
扑虱灵可湿性粉剂,防治,蚧壳虫
体外寄生虫,属于,动物
芦笋,属于,植物
新高脂膜,防治,软腐病
凤梨,属于,水培花卉
松节油,属于,中药
农用硫酸链霉素可溶性粉剂,防治,灰霉病
好灭丹,防治,绿盲蝽
油菜籽,属于,植物
败血症,属于,疾病
凤尾菇,属于,微生物
杀螟松乳油,防治,玉米螟
食用菌,属于,真菌
西瓜,病害,枯萎病
鸡,饲料,南瓜
魏氏梭菌病,属于,疾病
鲑点石斑鱼,属于,动物
痢菌净,防治,细菌性肠炎
叶菜类牧草,科,禾本科
地豆,属于,四季豆
山瑞鳖,别名,甲鱼
蛇床,属于,植物
晶体敌百虫,防治,种蝇
香附,别名,香附子
金心吊兰,属于,植物
巴氏杆菌病,属于,疾病
梨二叉蚜,科,蚜科
油菜,病害,病毒病
蚜虱净,防治,红蜘蛛
传染性支气管炎,属于,疾病
波尔多液,防治,梨小食心虫
根霉,属于,微生物
菜螟,属于,农作物
柑桔,虫害,粉虱
胆管炎,属于,疾病
好灭丹,防治,大造桥虫
东方美人茶,科,茶
芜菁,科,十字花科
华支睾吸虫,属于,疾病
复硝酚钠水剂,防治,细菌性病害
胰岛素,属于,疾病
椿树,属于,阔叶树
犬,虫害,成虫
斑潜蝇,属于,动物
快灵,防治,美国白蛾
甲霜灵锰锌,防治,灰霉病
甜叶菊,科,菊科
向日葵,病害,黑斑病
西维因,属于,杀虫剂
大豆,病害,病毒病
杀毒矾可湿性粉剂,防治,灰霉病
肌病,属于,疾病
连翘,属于,花卉
牛,饲料,大豆
枸杞,别名,枸杞子
泰乐菌素,属于,疾病
水稻,病害,白叶枯病
海棠,虫害,梨小食心虫
花生网斑病,别名,云纹斑病
毛白杨,属于,植物
胃蛋白酶,属于,疾病
黄瓜,病害,霜霉病
霜霉威,防治,疫病
茅根,科,禾本科
茯苓皮,属于,植物
郁金,属于,植物
芍药,属于,植物
乌菱,属于,植物
香附,属于,中药
茜草,属于,植物
华山松,属于,植物
武运粳24号,属于,稻
果树,虫害,顶梢卷叶虫
向日葵,病害,白粉病
萝卜,属于,蔬菜
富士苹果,属于,植物
水稻,属于,稻田
糯玉米,属于,农作物
番茄,病害,番茄筋腐病
梨二叉蚜,属于,动物
冰草,属于,植物
枣果,虫害,绿盲蝽
棉花,病害,细菌性角斑病
牛,饲料,青贮玉米
斜纹夜蛾,科,夜蛾科
银荆,别名,圣诞树
阿维菌素,防治,红蜘蛛
油柿,属于,柿树
果树,病害,苹果轮纹病
破伤风梭菌,属于,微生物
水稻,包含,粳稻
松科,属于,植物
辛硫磷,防治,吸浆虫
大肠杆菌,属于,真菌
玉米,病害,叶斑病
口蹄疫,属于,疾病
黄桃,病害,桃炭疽病
酮症,属于,疾病
菜果壮蒂灵,治疗,西红柿
大白菜,虫害,夜蛾
银荆,属于,植物
宁粳3号,属于,水稻
干姜,科,姜科
肝素,属于,疾病
茶花,属于,植物
蚜虫,别名,腻虫
印楝素,属于,植物
链霉素,防治,病毒沧迦病
灭多威,防治,桃小食心虫
红叶桃,属于,乔木和花灌木类
佛手柑,属于,中药
链球菌,属于,细菌
福美双,属于,杀菌剂
獭兔,纲,哺乳动物
银雀,属于,植物
地瓜,别名,甘薯
菠萝蜜,属于,中草药
纹枯病,病原,真菌
新城疫病毒,属于,微生物
红掌,属于,植物
幼犬,属于,疾病
牛,饲料,花生
乐斯本,防治,瓜绢螟
马齿苋,科,马齿苋科
枣果,虫害,大造桥虫
琥胶肥酸铜可湿性粉剂,防治,灰霉病
雅绿1号丝瓜,属于,有棱丝瓜
酸梅,属于,植物
前后盘吸虫病,属于,疾病
辣椒,病害,脐腐病
阿维菌素,防治,夜蛾类
促性腺激素,属于,疾病
纯白色君子兰,属于,君子兰
吸浆虫,属于,动物
烟草,病害,白粉病
姬松茸,别名,巴西蘑菇
吡虫啉可湿性粉剂,防治,金针虫
白掌,属于,年宵花
菊酯类农药,防治,金龟子
艾草,属于,中药
百菌清可湿性粉剂,防治,炭疽病
日高乳油,防治,斜纹夜蛾
小龙柏,属于,植物
杀灭菊脂,防治,菜青虫
乐果,防治,红蜘蛛
斑蟊,目,鞘翅目
洋水仙,属于,花卉
细菌,病原,病毒沧迦病
桑,病害,桑疫病
广玉兰,属于,乔木和花灌木类
精甲霜灵,属于,杀菌剂
刚竹,科,禾本科
苦楝,属于,中药
鲮,属于,动物
茶橙瘿螨,纲,蛛形纲
蝗科,属于,动物
巴西蘑菇,属于,微生物
豆瓣菜,病害,叶枯病
茄子,病害,绵疫病
小白菜,虫害,蚜虫
毛木耳,属于,微生物
苹果树,属于,树
矮丰王,防治,小果症
片形吸虫病,属于,动物
巴西蘑菇,别名,小松菇
猕猴桃,属于,植物
丹参,虫害,银纹夜蛾
代森锰锌可湿性粉剂,防治,霜霉病
木樨,种,桂花
鼠伤寒沙门氏菌,属于,微生物
鲐鱼,属于,动物
百草一号,防治,菜青虫
轮状病毒,属于,微生物
巢蕨,属于,植物
好灭丹,防治,美国白蛾
荠菜,病害,霜霉病
敌百虫可溶性粉剂,防治,蚜虫
苹果幼树,属于,苹果树
鲜切花,属于,植物
苦草,属于,植物
丝瓜,虫害,蚜虫
兰花,属于,花卉
传染性喉气管炎,属于,疾病
鹤虱,科,菊科
麻黄,属于,植物
吡虫啉可湿性粉剂,防治,黄曲条跳甲
糙米,属于,农作物
小麦,虫害,麦红蜘蛛
疫病,属于,农作物
梨星毛虫,属于,动物
水产,属于,动物
野荞麦根,属于,植物
甲维盐,防治,棉铃虫
肝片形吸虫,属于,动物
草鸡,属于,动物
鸟巢蕨,属于,农作物
温血动物,属于,动物
百菌清,防治,白粉病
亚麻,属于,中药
黄曲霉菌,属于,微生物
茶云纹叶枯病,属于,植物
雀麦,属于,植物
绿肥萝卜,属于,萝卜芽
甜瓜,属于,农作物
冬小麦,科,禾本科
小麦,包含,扬麦13
多菌灵可湿性粉剂,防治,大蒜白腐病
肺炎支原体,属于,疾病
链霉素,防治,青枯病
蔬菜,病害,蔬菜急性萎蔫
豆科牧草,科,豆科
敌克松,防治,猝倒病
荔枝,病害,新梢黄化症
胆汁酸,属于,疾病
水葫芦,属于,农作物
紫薇,属于,植物
灭菌,属于,微生物
豌豆,别名,青豆
植物油,别名,食用油
西瓜,病害,病毒病
番薯,属于,植物
毒株,属于,病毒
菜籽,属于,植物
草菇,属于,蔬菜
敌敌畏,防治,瓜实蝇
金鱼草,属于,植物
可杀得,属于,农药
扁豆,虫害,豆荚螟
糯玉米,属于,植物
肠炎病,属于,疾病
瓜类,虫害,甘蓝夜蛾
黑树莓,属于,植物
糯稻,属于,农作物
菌核病,属于,疾病
反枝苋,属于,阔叶杂草
白皮松,属于,植物
芭蕉,属于,植物
农作物,包含,饲料
大枣,属于,植物
西洋梨,属于,植物
细菌,病原,青枯病
抗虫威可湿性粉剂,防治,葱蓟马
恶病质,属于,疾病
桔,属于,植物
冬瓜,病害,绵腐病
老鼠,饲料,瓜子
菜螟,别名,钻心虫
麝香石竹,属于,多年生草本花卉
克螨特,防治,红蜘蛛
苏云金杆菌,防治,夜蛾类
麦芽,属于,植物
稻苗,属于,水稻
快灵,防治,桃小食心虫
大豆,虫害,小地老虎
香葱,病害,叶斑病
壁虎,属于,中药
氧化乐果,防治,穗蚜
菠萝蜜,属于,植物
川芎,属于,中药材
狂犬病病毒,属于,病毒
竹节秋海棠,属于,水培花卉
马兜铃,属于,植物
辣椒,虫害,病毒病
菌丝,属于,微生物
绿星70,属于,大白菜
茶炭疽病,病原,病毒
茄子苗,属于,蔬菜
枣果,虫害,美国白蛾
白玉兰,属于,乔木和花灌木类
甲霜 锰锌可湿性粉剂,防治,叶斑病
肝炎病毒,属于,病毒
茯苓皮,种,茯苓
豆瓣菜,病害,锈病
番茄,病害,青枯病
真菌,病原,根腐病
辣椒,属于,植物
辣椒,属于,大棚蔬菜
辣椒,属于,土壤次生盐渍化
辣椒,属于,蔬菜急性萎蔫
辣椒,病害,溃疡病
辣椒,属于,农作物
辣椒,病害,疾病
辣椒,病害,细菌
辣椒,虫害,动物
辣椒,病害,真菌
辣椒,虫害,蚜科
辣椒,虫害,蜜虫
辣椒,虫害,腻虫
辣椒,虫害,夜蛾科
辣椒,病原,病毒
辣椒,虫害,蛛形纲
辣椒,虫害,稻蓟马
辣椒,虫害,飞虱
辣椒,虫害,麦蚜
辣椒,虫害,稻飞虱
链霉素,防治,真菌
链霉素,防治,微生物
链霉素,防治,动物
链霉素,防治,细菌
链霉素,防治,植物
链霉素,治疗,高粱
链霉素,治疗,豆粕
链霉素,治疗,红薯
链霉素,治疗,牧草
链霉素,治疗,稻草
链霉素,治疗,胡萝卜
链霉素,治疗,苜蓿
链霉素,治疗,玉米
链霉素,治疗,黑麦
链霉素,治疗,大豆
链霉素,治疗,青贮玉米
链霉素,治疗,花生
链霉素,防治,溃疡病
水稻,科,禾本科
水稻,属于,农作物
水稻,属于,水稻
水稻,属于,动物
水稻,包含,稻
水稻,病害,真菌
水稻,病害,细菌
水稻,病害,微生物
水稻,病害,疾病
吡虫啉可湿性粉剂,防治,鞘翅目
吡虫啉可湿性粉剂,防治,动物
吡虫啉可湿性粉剂,防治,昆虫
吡虫啉可湿性粉剂,防治,中药
吡虫啉可湿性粉剂,防治,害虫
吡虫啉可湿性粉剂,防治,地下害虫
吡虫啉可湿性粉剂,防治,蚜科
吡虫啉可湿性粉剂,防治,蜜虫
吡虫啉可湿性粉剂,防治,腻虫
吡虫啉可湿性粉剂,防治,农作物
疟原虫,属于,病菌
多菌灵可湿性粉剂,防治,真菌
多菌灵可湿性粉剂,防治,农作物
多菌灵可湿性粉剂,防治,疾病
多菌灵可湿性粉剂,防治,植物
多菌灵可湿性粉剂,防治,病毒
玉米大斑病,属于,微生物
玉米大斑病,属于,枯萎病
玉米大斑病,属于,曲霉菌
玉米大斑病,属于,根腐病
马齿苋,属于,中草药
丝瓜,虫害,动物
丝瓜,病害,农作物
丝瓜,病害,疾病
丝瓜,虫害,红蜘蛛
丝瓜,虫害,蛛形纲
丝瓜,病害,植物
丝瓜,病害,病毒
丝瓜,病害,稻蓟马
丝瓜,病害,飞虱
丝瓜,病害,麦蚜
丝瓜,病害,稻飞虱
丝瓜,虫害,蚜科
丝瓜,虫害,蜜虫
丝瓜,虫害,腻虫
辣椒幼苗,属于,植物
辣椒幼苗,属于,病毒病
辣椒幼苗,属于,细菌性病害
辣椒幼苗,属于,大棚蔬菜
辣椒幼苗,属于,土壤次生盐渍化
辣椒幼苗,属于,蔬菜急性萎蔫
辣椒幼苗,属于,蔬菜白粉病
辣椒幼苗,属于,日灼病
辣椒幼苗,属于,白粉病
辣椒幼苗,属于,青枯病
辣椒幼苗,属于,红蜘蛛
辣椒幼苗,属于,烟青虫
辣椒幼苗,属于,根腐病
辣椒幼苗,属于,软腐病
辣椒幼苗,属于,疫病
辣椒幼苗,属于,炭疽病
辣椒幼苗,属于,菌核病
辣椒幼苗,属于,蚜虫
辣椒幼苗,属于,地老虎
辣椒幼苗,属于,灰霉病
辣椒幼苗,属于,螨类
辣椒幼苗,属于,脐腐病
蔬菜,虫害,稻蓟马
蔬菜,虫害,飞虱
蔬菜,虫害,麦蚜
蔬菜,虫害,稻飞虱
蔬菜,虫害,蚜虫
蔬菜,虫害,病毒
蔬菜,虫害,溃疡病
蔬菜,别名,蔬菜
地下害虫,属于,水果
地下害虫,属于,蔬菜
地下害虫,属于,植物
地下害虫,属于,饲料
农作物,包含,病毒病
农作物,包含,细菌性病害
农作物,包含,大棚蔬菜
农作物,包含,土壤次生盐渍化
农作物,包含,蔬菜急性萎蔫
石榴皮,种,花卉
石榴皮,属于,中草药
曲霉,属于,病菌
微生物,防治,细菌
微生物,防治,微生物
瑞锰锌,防治,农作物
瑞锰锌,防治,疾病
瑞锰锌,防治,细菌
瑞锰锌,防治,稻蓟马
瑞锰锌,防治,飞虱
瑞锰锌,防治,麦蚜
瑞锰锌,防治,稻飞虱
瑞锰锌,防治,蚜虫
瑞锰锌,防治,病毒
霜霉病,属于,水果
霜霉病,属于,蔬菜
霜霉病,属于,植物
霜霉病,属于,饲料
冠状病毒,属于,蜱虫
蒜薹,种,蔬菜
蒜,属于,植物
蒜,属于,病毒病
蒜,属于,细菌性病害
蒜,属于,大棚蔬菜
蒜,属于,土壤次生盐渍化
蒜,属于,蔬菜急性萎蔫
三角梅,属于,中草药
三角梅,别名,三角梅
桃,虫害,黄桃
桃,虫害,动物
桃,属于,果园
桃,属于,果轮纹病
桃,属于,苹果褐斑病
桃,属于,叶片黄化
桃,属于,花脸病
桃,属于,树
桃,属于,金纹细蛾
桃,属于,黄斑卷叶虫
桃,属于,苹果炭疽病
桃,属于,平小卷叶虫
桃,属于,小卷叶蛾
桃,属于,苹果斑点落叶病
桃,属于,梨黑星病
桃,属于,顶梢卷叶虫
桃,属于,苹果轮纹病
潜叶蛾,虫害,桃褐腐病
潜叶蛾,虫害,桃炭疽病
果树,病害,真菌
果树,病害,病毒
果树,虫害,动物
果树,病害,褐纹病
果树,病害,植物
果树,病害,疮痂病
玉米,包含,禾本科
玉米,虫害,夜蛾科
玉米,虫害,动物
玉米,虫害,蚜科
玉米,虫害,蜜虫
玉米,虫害,腻虫
玉米,虫害,昆虫
玉米,虫害,钻心虫
玉米,病害,真菌
玉米,包含,甜糯玉米
玉米,包含,玉米
玉米,属于,水果
玉米,属于,蔬菜
玉米,属于,饲料
玉米,病害,疾病
甜玉米,科,早熟禾
甜玉米,科,禾本科杂草
烟草,病害,疾病
烟草,虫害,蚜科
烟草,虫害,动物
烟草,虫害,蜜虫
烟草,虫害,腻虫
烟草,科,花叶病毒
烟草,病害,细菌性病害
烟草,病害,细菌
烟草,病害,黄花叶病毒
烟草,病害,农作物
烟草,病害,病毒
广藿香,属于,中草药
鸟巢蕨,别名,中药
鸟巢蕨,属于,水果
鸟巢蕨,属于,蔬菜
鸟巢蕨,属于,饲料
甜椒,病害,溃疡病
甜椒,种,蔬菜白粉病
甜椒,种,日灼病
甜椒,种,蔬菜
甜椒,种,白粉病
甜椒,种,青枯病
甜椒,种,红蜘蛛
甜椒,种,烟青虫
甜椒,种,根腐病
甜椒,种,炭疽病
甜椒,种,菌核病
甜椒,种,蚜虫
甜椒,种,地老虎
甜椒,种,灰霉病
甜椒,种,螨类
甜椒,种,病毒病
甜椒,种,脐腐病
甜椒,病害,疾病
甜椒,病害,细菌
甜椒,病害,农作物
甜椒,科,花叶病毒
细菌性病害,包含,疾病
彩椒,种,蔬菜白粉病
彩椒,种,日灼病
彩椒,种,蔬菜
彩椒,种,细菌性病害
彩椒,种,白粉病
彩椒,种,青枯病
彩椒,种,红蜘蛛
彩椒,种,烟青虫
彩椒,种,根腐病
彩椒,种,软腐病
彩椒,种,疫病
彩椒,种,炭疽病
彩椒,种,菌核病
彩椒,种,蚜虫
彩椒,种,地老虎
彩椒,种,灰霉病
彩椒,种,螨类
彩椒,种,病毒病
彩椒,种,脐腐病
彩椒,科,花叶病毒
小白菜,虫害,动物
小白菜,虫害,菜蛾科
小白菜,虫害,蚜科
小白菜,虫害,蜜虫
小白菜,虫害,腻虫
除虫精粉,防治,昆虫
除虫精粉,防治,钻心虫
除虫精粉,防治,动物
甜瓜,属于,病毒病
甜瓜,属于,细菌性病害
甜瓜,属于,大棚蔬菜
甜瓜,属于,土壤次生盐渍化
甜瓜,属于,蔬菜急性萎蔫
甜瓜,病害,疾病
甜瓜,属于,水果
甜瓜,属于,饲料
家兔,病害,疾病
家兔,种,白菜
家兔,种,胡萝卜
家兔,种,苜蓿
家兔,种,玉米
家兔,种,黑麦
杏鲍菇,属于,病菌
杏鲍菇,属于,枯萎病
杏鲍菇,属于,曲霉菌
杏鲍菇,属于,根腐病
辛硫磷乳油,防治,农作物
辛硫磷乳油,防治,疾病
辛硫磷乳油,防治,动物
辛硫磷乳油,防治,菜蛾科
辛硫磷乳油,防治,夜蛾科
辛硫磷乳油,防治,害虫
辛硫磷乳油,防治,鞘翅目
辛硫磷乳油,防治,细菌
辛硫磷乳油,防治,蚜科
辛硫磷乳油,防治,蜜虫
辛硫磷乳油,防治,腻虫
土菌消 水剂,防治,农作物
土菌消 水剂,防治,疾病
土菌消 水剂,防治,病毒
土菌消 水剂,防治,真菌
猝倒病,属于,水果
猝倒病,属于,蔬菜
猝倒病,属于,植物
猝倒病,属于,饲料
凤尾菇,属于,中草药
凤尾菇,属于,银耳
凤尾菇,属于,香菇
凤尾菇,属于,木耳
凤尾菇,属于,猴头菇
凤尾菇,属于,真菌
凤尾菇,属于,病菌
番茄,病害,真菌
番茄,病害,烂茄子
番茄,病害,农作物
番茄,病害,疾病
番茄,虫害,动物
番茄,属于,植物
番茄,属于,细菌性病害
番茄,属于,大棚蔬菜
番茄,属于,土壤次生盐渍化
番茄,属于,蔬菜急性萎蔫
番茄,虫害,稻蓟马
番茄,虫害,飞虱
番茄,虫害,麦蚜
番茄,虫害,稻飞虱
番茄,病原,病毒
番茄,虫害,蚜科
番茄,虫害,蜜虫
番茄,虫害,腻虫
番茄,虫害,螨类
番茄,病害,细菌
茄子绵疫病,病原,微生物
茄子绵疫病,病原,枯萎病
茄子绵疫病,病原,曲霉菌
茄子绵疫病,病原,根腐病
瓜类蔬菜,属于,植物
瓜类蔬菜,属于,病毒病
瓜类蔬菜,属于,细菌性病害
瓜类蔬菜,属于,大棚蔬菜
瓜类蔬菜,属于,土壤次生盐渍化
瓜类蔬菜,属于,蔬菜急性萎蔫
紫穗槐,科,豆科牧草
紫穗槐,科,苦参
草莓,虫害,夜蛾科
草莓,病害,农作物
草莓,病害,疾病
草莓,虫害,蚜科
草莓,虫害,动物
草莓,虫害,蜜虫
草莓,虫害,腻虫
草莓,虫害,害虫
草莓,虫害,地下害虫
草莓,虫害,鞘翅目
斜纹夜蛾,科,动物
夏丝一号,属于,白粉虱
夏丝一号,属于,霜霉病
夏丝一号,属于,猝倒病
夏丝一号,属于,螨类
夏丝一号,属于,蔓枯病
夏丝一号,属于,白粉病
夏丝一号,属于,细菌性软腐病
夏丝一号,属于,疫病
夏丝一号,属于,炭疽病
夏丝一号,属于,瓜绢螟
夏丝一号,属于,瓜实蝇
夏丝一号,属于,灰霉病
夏丝一号,属于,菌核病
夏丝一号,属于,病毒病
夏丝一号,属于,蚜虫
青豌豆,科,豆科牧草
青豌豆,科,苦参
武运粳23号,属于,水果
武运粳23号,属于,蔬菜
武运粳23号,属于,饲料
武运粳23号,属于,水稻
落果,属于,水果
落果,属于,蔬菜
落果,属于,饲料
黄瓜,虫害,棉粉虱
黄瓜,虫害,动物
黄瓜,属于,病毒病
黄瓜,属于,细菌性病害
黄瓜,属于,大棚蔬菜
黄瓜,属于,土壤次生盐渍化
黄瓜,属于,蔬菜急性萎蔫
黄瓜,病害,农作物
黄瓜,病害,疾病
黄瓜,虫害,菜蛾科
黄瓜,虫害,蚜科
黄瓜,虫害,蜜虫
黄瓜,虫害,腻虫
黄瓜,别名,葫芦科
黄瓜,别名,栝楼
黄瓜,别名,疫病
黄瓜,虫害,夜蛾科
棉花,虫害,动物
棉花,虫害,夜蛾科
棉花,虫害,农作物
棉花,虫害,昆虫
棉花,虫害,钻心虫
棉花,病害,半边疯
克螨灵 吡虫啉,防治,蚜科
克螨灵 吡虫啉,防治,动物
克螨灵 吡虫啉,防治,蜜虫
克螨灵 吡虫啉,防治,腻虫
克螨灵 吡虫啉,防治,螨类
蚜虫,别名,蚜虫
水藻,属于,病菌
弓形虫,属于,病菌
草药,属于,中草药
中熟中粳稻,属于,稻水象甲
中熟中粳稻,属于,糯稻
中熟中粳稻,属于,植物
中熟中粳稻,属于,谷子
中熟中粳稻,属于,恶苗病
中熟中粳稻,属于,Y两优900
中熟中粳稻,属于,稻花香2号
中熟中粳稻,属于,杂交水稻
中熟中粳稻,属于,稻飞虱
中熟中粳稻,属于,籼稻
中熟中粳稻,属于,东北大米
中熟中粳稻,属于,稻谷
中熟中粳稻,属于,水稻立枯病
中熟中粳稻,属于,龙稻18
中熟中粳稻,属于,汕优63
中熟中粳稻,属于,纹枯病
中熟中粳稻,属于,稻瘟病菌
中熟中粳稻,属于,南粳46
中熟中粳稻,属于,稻温病
中熟中粳稻,属于,细菌性条斑病
中熟中粳稻,属于,稻纵卷叶螟
中熟中粳稻,属于,稻恶苗病菌
中熟中粳稻,属于,稻瘟病
中熟中粳稻,属于,稻曲病
中熟中粳稻,属于,根蚜
中熟中粳稻,属于,胡麻病菌
中熟中粳稻,属于,黑肩绿盲蝽
中熟中粳稻,属于,细条病菌
中熟中粳稻,属于,叶蝉
中熟中粳稻,属于,白叶枯病
中熟中粳稻,属于,稻田
中熟中粳稻,属于,粳稻
杜鹃,属于,植物
杜鹃,属于,十字花科
杜鹃,属于,农作物
杜鹃,属于,中草药
豌豆芽,科,豆科牧草
豌豆芽,科,植物
豌豆芽,科,苦参
豆科,科,苜蓿叶象甲
豆科,科,膨胀病
豆科,科,牧草
豆科,科,豆科
黄化曲叶病毒病,病原,蜱虫
病毒,虫害,草爬子
病毒,虫害,动物
病毒,虫害,蜱
稻瘟病,属于,水果
稻瘟病,属于,蔬菜
稻瘟病,属于,植物
稻瘟病,属于,饲料
唐菖蒲,属于,农作物
唐菖蒲,属于,中草药
唐菖蒲,病害,黄花叶病毒
唐菖蒲,病害,病毒
花卉,属于,水果
花卉,属于,蔬菜
花卉,属于,饲料
彩色马蹄莲,病害,疾病
彩色马蹄莲,病害,细菌
彩色马蹄莲,属于,农作物
彩色马蹄莲,属于,中草药
软腐病,病原,软腐病
软腐病,病原,微生物
软腐病,病原,病毒沧迦病
