Entity1,Relation,Entity2
腻虫,别名,玉米蚜
中药制剂,属于,畜牧业药物
豆瓣菜,感染,叶枯病
蝗虫,属于,昆虫
草菇,属于,动物
黑杨,属于,农作物
矮丰王,属于,农作物药物
彩色玫瑰,属于,农作物
徐稻3号,属于,农作物
大造桥虫,属于,农作物虫害
大蒜,感染,白腐病
戎唑醇,属于,农作物药物
蓝耳病,属于,动物疾病
黄瓜,属于,农作物
蓟马,属于,害虫
红叶桃,属于,乔木和花灌木类
霍乱,属于,动物疾病
乌菱,属于,农作物
扫帚病,别名,竹丛枝病
麻油,别名,香油
瑞香,别名,金边瑞香
胃肠黏膜损伤,属于,动物疾病
铁锚虫病,属于,动物疾病
梨黑星病,属于,农作物病害
菌克毒克水剂,防治,花叶病
杀虫剂,属于,西维因
蒜叶青,属于,农作物药物
嘧霉胺悬浮剂,属于,农作物药物
茶云纹叶枯病,属于,农作物病害
泽泻科,属于,毛茛科
金银花,被危害,蚜虫
鲁白6号,属于,农作物
百草霜,属于,畜牧业药物
姜科,属于,毛茛科
辛硫磷,属于,农作物药物
虫卵,属于,农作物虫害
蚕蛹,属于,中药
百菌清,属于,农作物药物
碳酸氢钠溶液,属于,畜牧业药物
绿爽,防治,地老虎
阳起石,属于,农作物
真菌性叶枯病,属于,农作物病害
螨类,属于,害虫
大叶黄杨,属于,动物
大花惠兰,属于,农作物
桑螟,属于,农作物药物
鸭儿芹,属于,农作物
百菌清,防治,疫病
大闸蟹,属于,动物
益酶丽维,属于,畜牧业药物
噻呋酰胺制剂,属于,农作物药物
东方美人茶,科,茶
灵芝,属于,农作物
茼蒿,感染,茼蒿立枯病
琥胶肥酸铜可湿性粉剂,防治,灰霉病
愈伤防腐膜,属于,农作物药物
敌百虫可溶性粉剂,防治,黄曲条跳甲
小油菜,属于,蔬菜
螨虫,属于,微生物
青萝卜,属于,农作物
肺炎链球菌,属于,细菌
麝香,属于,农作物
糯玉米,属于,农作物
豆角,感染,细菌性角斑病
白绢病,属于,农作物病害
抗菌,属于,畜牧业药物
腰椎间盘炎,属于,动物疾病
水晶兰,属于,中药
白色念珠菌,属于,微生物
苏云金杆菌,属于,细菌
烟草,感染,线虫病
泽泻科,科,慈菇
有机磷农药,属于,农作物药物
鸭瘟弱毒冻干苗,属于,畜牧业药物
狂犬病毒,属于,疾病
芦笋,被危害,地老虎
萘乙酸,防治,脐腐病
茄子苗,属于,农作物
敌百虫可溶性粉剂,防治,小猿叶虫
巴西蘑菇,属于,微生物
呼吸系统鼻炎,属于,动物疾病
无籽西瓜,属于,农作物
小麦,被危害,吸浆虫
甘蓝,属于,农作物
慢性呼吸道疾病,属于,动物疾病
苜蓿干草,属于,动物
辣椒,感染,青枯病
营养,属于,硒
阿维菌素,防治,红蜘蛛
托布津,防治,炭疽病
抗生素注射液,属于,畜牧业药物
淡水鱼,属于,动物
雏鸭,属于,动物
吊瓜,属于,农作物
丰产树,属于,苹果树
福尔马林,属于,农作物药物
安克锰锌可湿性粉剂,防治,烂茄子
豆科,科,山毛豆
鱼,感染,鱼病
黄萎病,别名,半边疯
野菊花,属于,农作物
毛茛科,科,升麻
铁线莲,属于,农作物
结缕草,属于,农作物
海鱼,属于,动物
田鼠,别名,老鼠
小羊,属于,动物
荔枝,属于,果园
乐果乳油,防治,葱蓟马
噻枯唑,属于,农作物药物
阿克泰可湿性粉剂,防治,烟蚜
越冬适龄蜂,属于,动物
大米,属于,农作物
防疫,属于,动物疾病
栎树,属于,农作物
野鹅,属于,动物
水蜈蚣,属于,农作物
豆科牧草,属于,牧草
高效氯氰菊酯,防治,绿盲蝽
大肠杆菌,属于,微生物
青豆,别名,豌豆
微生物制剂,属于,畜牧业药物
美国白蛾,属于,农作物虫害
吡虫啉杀虫剂,属于,农作物药物
葡萄,感染,褐斑病
豆荚螟,属于,害虫
西门塔尔牛,属于,动物
山茶,目,红茶
柃木,属于,农作物
棉花,被危害,盲椿象
氧化乐果,防治,蚜虫
夏白45,属于,农作物
大肠杆菌肠炎,属于,动物疾病
竹节秋海棠,属于,农作物
传染性浆膜炎,属于,动物疾病
仔兔,属于,动物
克螨特,属于,农作物药物
蚜科,科,麦蚜
胃肠炎,属于,动物疾病
绿掌,属于,农作物
盲椿象,属于,微生物
动物,感染,酮病
地榆炭,属于,中药
叶子花,属于,农作物
生长猪,属于,动物
代森锰锌,属于,农作物药物
抗虫威可湿性粉剂,防治,葱蓟马
公母兔,属于,动物
花菜,别名,菜花
氢氧化钠,属于,肥皂水
克菌特,属于,农作物药物
麦蚜,属于,害虫
布鲁氏菌病,属于,疾病
磷酸钙,属于,农作物药物
银荆,别名,圣诞树
田螺,属于,鱼类
疫苗,属于,狂犬病疫苗
紫薇,属于,农作物
谷子,属于,农作物
食欲减退,属于,疾病
痒螨,属于,害虫
大肠杆菌,属于,动物疾病
瓜绢螟,属于,农作物虫害
牛筋草,属于,农作物
脑,属于,疾病
烯啶虫胺,属于,农作物药物
北京鸭,属于,动物
异食癖,属于,动物疾病
曲霉菌病,属于,动物疾病
波尔多液,防治,叶斑病
夏白45,属于,大白菜
消毒药,属于,中药
月季,属于,花卉
艾叶,属于,中草药
果腐病,别名,桃褐腐病
雅绿1号丝瓜,属于,农作物
土霉素,属于,农作物药物
水灯草,属于,农作物
落果,属于,农作物
犬细小病毒,属于,疾病
水藻,属于,微生物
偷娘姜,属于,农作物
海棠,被危害,梨小食心虫
辛硫磷,防治,蒜蛆
抗病毒药,属于,干扰素
绿叶菜,属于,蔬菜
红体病,属于,动物疾病
胱氨酸,属于,化学药品
禾蓟马,属于,农作物虫害
花,属于,农作物
茄子绵疫病,别名,烂茄子
成年禽,属于,动物
瑞锰锌,防治,霜霉病
法桐大树,属于,农作物
粘孢子虫病,属于,动物疾病
白韭菜,属于,农作物
鱼尾葵,别名,假桄榔
紫斑病,属于,农作物病害
工蜂,属于,动物
白粉病,属于,农作物病害
玛丽华盛顿500号,属于,芦笋
鲐鱼,属于,动物
核桃树,属于,农作物
新城疫,属于,疾病
万畜康,属于,畜牧业药物
番茄,感染,疫病
白萝卜籽,属于,畜牧业药物
氢氧化铜水分散粒剂为铜制剂,属于,农作物药物
氟派酸,属于,畜牧业药物
辛硫磷乳油,属于,农作物药物
地下害虫,属于,蛴螬
钻心虫,别名,玉米螟
肺炎支原体,属于,疾病
小米草,属于,农作物
三角梅,别名,九重葛
真菌,病原,茎枯病
猪,别名,猪瘟
多维,属于,畜牧业药物
链球菌,属于,细菌
滑子蘑,属于,农作物
树,属于,农作物
发热性疾病,属于,动物疾病
冻疮猪,属于,动物
鱼尾葵,属于,农作物
荔枝,感染,新梢黄化症
冬春小白菜,属于,蔬菜
貉,属于,动物
肠鳃宁原露,属于,畜牧业药物
锐劲特,防治,豆荚螟
盐酸克伦特罗,属于,动物
大蒜,感染,叶枯病
除草剂,属于,农作物药物
石灰,属于,农作物药物
腐皮病,属于,疾病
甲霜灵霜霉威,防治,霜霉病
马齿苋科,属于,农作物
重茬病,属于,农作物病害
马拉巴栗,属于,农作物
旅人蕉科,属于,农作物
莴苣,感染,霜霉病
猪传染性胃肠炎,属于,动物疾病
高美施,属于,农作物药物
肠冠清,属于,畜牧业药物
老鼠,属于,害虫
稻谷,属于,杂粮
彭泽鲫鱼,属于,动物
蛋氨酸,属于,畜牧业药物
碧桃,属于,乔木和花灌木类
蚯蚓,属于,动物
广香,属于,农作物
氨水,属于,畜牧业药物
灭蝇胺可湿性粉剂,防治,斑潜蝇
吸虫病,属于,动物疾病
蒜,属于,蒜薹
畜牧业药物,防治,动物疾病
金鱼草,属于,农作物
酮病,属于,疾病
蜀桧,属于,农作物
夜蛾科,科,粘虫
血肿病,属于,动物疾病
杜鹃花,属于,年宵花
革兰氏,属于,害虫
马铃薯,属于,蔬菜
樱桃,属于,大樱桃
南瓜苗,属于,农作物
根腐病,属于,疾病
猪禽,属于,动物
金黄小斑鳝,属于,动物
水貂,属于,动物
花菇,属于,微生物
烂舌病,属于,动物疾病
红霉素,属于,抗生素
油菜,属于,蔬菜
硕丰,属于,农作物药物
孔雀鱼,属于,鱼类
消化机能障碍,属于,动物疾病
白羽,属于,动物
条腐病,属于,农作物病害
保肝药物,属于,畜牧业药物
氨基酸,属于,农作物药物
锦葵,属于,农作物
猪瘟疫苗,属于,畜牧业药物
蔷薇科,科,黑树莓
小叶女贞,属于,小灌木类
水稻,感染,稻瘟病
藕,属于,农作物
硫酸链霉素可溶性粉剂,属于,农作物药物
甘蓝,属于,菜花
新洁尔灭液,属于,畜牧业药物
瓜类,属于,蔬菜
患兔,属于,动物
土霉素碱,属于,畜牧业药物
豆角,属于,蔬菜
鞘翅目,属于,蛴螬
病毒,导致,苹果褐斑病
生猪,属于,动物
病毒唑,属于,畜牧业药物
吊瓜,感染,霜霉病
乙蒜素,属于,农作物药物
苹果树,感染,苦痘病
晶体敌百虫,属于,农作物药物
羊狂蝇,属于,害虫
犬瘟热,属于,疾病
中型兔,属于,动物
假单孢杆菌,属于,疾病
胡萝卜,感染,黑斑病
灰菜,属于,农作物
野艾,属于,农作物
烟青虫,属于,害虫
雪峰花皮,属于,西瓜
水生农作物,属于,农作物
莴笋,属于,农作物
桑白皮,属于,农作物
鳊,别名,草鳊
蜻蜓,属于,昆虫
青链霉素,属于,畜牧业药物
环节动物,属于,动物
大红袍瓜,属于,农作物
豆饼毒饵,防治,地老虎
水生动物,属于,动物
诺瑞隆,属于,畜牧业药物
山桃,属于,农作物
鞘翅目,目,蛴螬
桃小食心虫,属于,害虫
鲤鱼,属于,动物
苎麻根,属于,畜牧业药物
维生素B12,属于,畜牧业药物
雪野黑兔,属于,动物
纤毛虫病,属于,疾病
桅子,属于,花卉
黑曲霉,属于,微生物
成鹿,属于,动物
根腐病,属于,农作物病害
黑牛,属于,动物
嘧霉胺悬浮剂,防治,霜霉病
瘤胃臌胀病,属于,动物疾病
胡萝卜,被危害,蛴螬
多杀菌素,属于,农作物药物
葫芦科,科,吊瓜
鸟巢蕨,属于,农作物
毛头鬼伞,别名,鸡腿菇
灭蚜威,属于,农作物药物
中鸭,属于,动物
油柿,属于,农作物
髓坏死,属于,农作物病害
百菌清,防治,霜霉病
葡萄,感染,霜霉病
衣原体,属于,微生物
啶虫脒可溶性粉剂,属于,农作物药物
蛭形巨吻棘头虫,属于,害虫
瘤胃臌气,属于,动物疾病
褐孢霉,属于,害虫
阔叶树,属于,农作物
玉米,被危害,玉米蓟
枯,属于,农作物病害
梨,属于,果树
辣椒,被危害,蚜虫
消毒灵液,属于,畜牧业药物
鳝,属于,动物
果树,感染,梨黑星病
桑螟,属于,害虫
茉莉花,属于,茉莉
菇虫净,属于,农作物药物
夜蛾科,科,地老虎
氯霉素,属于,抗生素
瑞锰锌,防治,病毒病
幼蟹,属于,动物
贯众,属于,畜牧业药物
公母鹅,属于,动物
发病虾,属于,动物
豆科,科,儿茶
水稻后期叶部病害,属于,农作物病害
高羊茅,属于,农作物
青花椰菜,属于,农作物
水稻,感染,稻恶苗病菌
大青叶,属于,农作物
漏芦,属于,农作物
沉水农作物,属于,农作物
桔梗,别名,桔
蟹爪兰,属于,花卉
90 晶体敌百虫,防治,叶蝉
西府海棠,属于,乔木和花灌木类
胶白6号,属于,农作物
卡诺拉,属于,农作物药物
桔,属于,农作物
丙森锌,别名,安泰生
茯苓,属于,茯苓皮
鹅瘟,属于,动物疾病
猕猴桃,属于,农作物
白秋美浓,属于,农作物
敌百虫,属于,农作物药物
葡萄科,属于,农作物
生石灰,属于,农作物药物
蟹,属于,动物
镇稻11号,属于,农作物
天泰10号,属于,农作物
蔬菜,感染,土壤次生盐渍化
辛硫磷,防治,吸浆虫
小灌木类,属于,农作物
妊娠毒血症,属于,疾病
光头稗,属于,农作物
甲维盐,防治,甜菜夜蛾
苏云金杆菌制剂,防治,瓜绢螟
虫克星,属于,畜牧业药物
克螨敌,属于,农作物药物
叶枯唑,属于,农作物药物
单味石膏粉,属于,畜牧业药物
芹菜,属于,农作物
纹枯病,属于,农作物病害
四季豆,属于,农作物
玉米螟,属于,农作物虫害
巴氏杆菌,属于,细菌
深黄大斑鳝,属于,动物
康培2号,属于,农作物药物
代森锰锌可湿性粉剂,防治,苹果斑点落叶病
棉苗,属于,农作物
土隆,防治,地老虎
紫薇,属于,花卉
唐菖蒲,属于,花卉
蔷薇科,科,大樱桃树
仔猪,属于,动物
北京新1号大白菜,属于,大白菜
链霉素,防治,野火病
前后盘吸虫,属于,害虫
美洲斑潜蝇,属于,农作物虫害
扑虱灵,属于,农作物药物
莴苣,属于,农作物
支原体肺炎,属于,疾病
梨属,属于,农作物
晶体敌百虫,防治,豆荚螟
蚊蝇,属于,动物
麦红蜘蛛,属于,农作物病害
薰衣草,属于,农作物
呕吐,属于,动物疾病
鸡虱,属于,害虫
泰勒氏焦虫,属于,害虫
榆,属于,农作物
地塞米松,属于,畜牧业药物
胡萝卜,被危害,地下害虫
真菌,病原,梨锈病
紫叶李,属于,农作物
蔷薇科,科,红叶石楠
艾草,属于,农作物
皖绿,属于,丝瓜
玉米芯,属于,畜牧业药物
种子农作物,属于,农作物
高美施有机腐殖酸活性液,防治,小果症
菜蛾科,属于,害虫
桂花,属于,桂花树
感冒,属于,动物疾病
土豆,别名,马铃薯
胡萝卜,属于,农作物
红富士,属于,农作物
西瓜皮,属于,农作物
满穗,属于,农作物药物
咪鲜胺乳油,防治,叶枯病
葡萄藤,属于,农作物
番茄,感染,霜霉病
禽类,属于,动物
红棕竹,属于,农作物
麦芽,属于,农作物
金鹏朝冠番茄,属于,农作物
荷花,属于,农作物
微生态制剂,属于,畜牧业药物
白杨,感染,杨树溃疡病
蛆虫,属于,动物
荠菜,感染,霜霉病
小白菜,被危害,蚜虫
水草,属于,农作物
病毒,导致,农作物病害
远志,属于,农作物
小菜蛾,属于,害虫
鼠,属于,农作物虫害
辣椒,属于,蔬菜
抗菌,防治,抗菌肽
黑树莓,属于,动物
坏死杆菌病,属于,疾病
多菌灵,属于,农作物药物
辛硫磷乳油,防治,霜霉病
纹枯病,属于,真菌
球兰,属于,农作物
茄子,属于,农作物
蚧壳虫,属于,农作物虫害
播娘蒿,属于,农作物
老枣树,属于,枣树
肺热咳嗽,属于,动物疾病
十字花科,科,年宵花
金纹细蛾,属于,农作物虫害
石榴,属于,石榴树
草菇,属于,微生物
野,属于,动物
蔬菜,别名,大棚蔬菜
菜油,属于,畜牧业药物
吊瓜,属于,农作物
穗蚜,属于,农作物虫害
鼠伤寒沙门氏菌,属于,微生物
干草,属于,农作物
多菌灵可湿性粉剂,防治,斑枯病
瑞毒霉锰锌,属于,农作物药物
敌杀死,防治,平小卷叶虫
红糖,属于,农作物药物
猪病,属于,动物
凡士林,属于,畜牧业药物
世高 阿米妙收,防治,白粉病
国槐,属于,树
硫酸锌粉,属于,畜牧业药物
菜花,属于,农作物
卷叶蛾,属于,害虫
阿坝蒿,属于,农作物
灭多威,属于,农作物药物
万灵+新高脂膜,属于,农作物药物
咳嗽,属于,疾病
西芹,属于,农作物
食肉目,属于,动物
伊乐藻,属于,农作物
溴氰菊脂,防治,菜螟
飞蛾,属于,动物
动物,感染,锚头蚤病
广玉兰,属于,花卉
王铜,防治,细菌性软腐病
兔,属于,家兔
鲜切花,属于,花卉
倒挂金钟,属于,花卉
第一茬瓜,属于,西瓜
玉树,属于,农作物
鲩鱼,属于,动物
氨中毒,属于,疾病
炙甘草,属于,畜牧业药物
番茄,感染,早疫病
板兰根,属于,畜牧业药物
黑鱼,别名,乌鳢
西药,属于,中药
禾本科牧草,属于,牧草
大青叶,属于,中药
金龟,别名,瓢虫
鱼血停,属于,畜牧业药物
蛇眼病,属于,农作物病害
阿莫西林,属于,西药
麦芽,属于,农作物
蔬菜,感染,蔬菜急性萎蔫
白喉,属于,细菌
甲维盐,防治,毒死蜱
锌硫磷乳油,防治,玉米螟
葱锈病,属于,农作物病害
葡萄,属于,农作物
北极狐,属于,动物
花粉,属于,畜牧业药物
海棠花,属于,乔木
豆蚜,属于,农作物
线虫病,属于,疾病
小麦,感染,锈病
鱼病,属于,疾病
动物,感染,褐腐病
紫荆,属于,花卉
鱼苗,属于,动物
羊肚菌,属于,微生物
雉,属于,动物
肉用子鸡,属于,动物
绿萝,属于,农作物
氯氰菊酯,属于,农作物药物
退菌特可湿性粉剂,防治,苹果炭疽病
工蜂,属于,动物
耕牛,属于,动物
疲劳症,属于,动物疾病
粉蚧,属于,害虫
葫芦科,科,栝楼
伤寒,属于,动物疾病
大蒜,被危害,真菌
芍药,属于,农作物
茄子,感染,茄子绵疫病
红薯,属于,农作物
候鸟,属于,动物
丙硫苯眯唑,属于,畜牧业药物
兰花,被危害,介壳虫
退菌特可湿性粉剂,防治,苹果轮纹病
疫苗,属于,畜牧业药物
消化不良,别名,伤食
喉气管炎高免卵黄抗体,属于,畜牧业药物
青皮丝瓜,属于,农作物
敌草快,属于,农作物药物
氟硅酸,属于,农作物药物
小米草,属于,农作物
绿豆,属于,农作物
绿盲蝽,属于,害虫
微生物,防治,病菌
猪肺疫,属于,疾病
马骡,属于,动物
海蜇皮,属于,农作物
蜱,属于,害虫
蜱瘫,属于,动物疾病
金边吊兰,属于,吊兰
油菜,被危害,甘蓝夜蛾
大花惠兰,属于,花卉
知母,属于,畜牧业药物
地老虎,属于,农作物虫害
白腐病,属于,农作物病害
桑叶,属于,农作物
地蚕,属于,中药
尿素,属于,农作物
巴豆,属于,农作物
核桃树,感染,杨树溃疡病
白菊,属于,农作物
蛇,属于,动物
乐果,属于,农作物药物
绿星70,属于,大白菜
骨粉,属于,畜牧业药物
辛硫磷乳剂,属于,畜牧业药物
农作物,感染,细菌性软腐病
果树,感染,花脸病
子猪,属于,畜牧业药物
山葡萄,属于,中药
疫苗水,属于,畜牧业药物
红树莓,属于,农作物
倍硫磷,属于,畜牧业药物
尾尖,属于,畜牧业药物
松节油,属于,中药
蔬菜,属于,胡萝卜
螨,属于,害虫
气管炎,属于,动物疾病
猪只,属于,动物
生根粉,属于,农作物药物
除锈剂,属于,农作物药物
苹果,属于,农作物
杜邦万克灵,防治,蒙古灰象甲
